0;0;0;0;land;false;unknown;0
1;236;197;230;land;false;plains;1
2;197;202;160;land;false;plains;1
3;215;163;149;land;false;plains;1
4;209;175;130;land;false;plains;1
5;244;82;248;land;false;plains;1
6;248;242;165;land;false;plains;1
7;225;208;234;land;false;plains;1
8;194;242;170;land;false;plains;1
9;214;238;99;land;true;plains;1
10;198;130;224;land;false;plains;1
11;247;131;239;land;false;plains;1
12;202;214;148;land;false;plains;1
13;197;173;131;land;false;plains;1
14;248;83;177;land;false;plains;1
15;107;183;235;land;false;plains;1
16;246;174;115;land;false;plains;1
17;174;209;198;land;false;plains;1
18;246;195;212;land;false;plains;1
19;250;222;225;land;false;plains;1
20;202;179;121;land;false;plains;1
21;36;249;245;land;false;plains;1
22;219;240;66;land;false;plains;1
23;252;200;198;land;true;plains;1
24;214;245;246;land;true;plains;1
25;103;200;250;land;false;plains;1
26;176;231;195;land;true;plains;1
27;251;168;144;land;false;plains;1
28;186;234;158;land;false;plains;1
29;223;157;213;land;false;plains;1
30;222;127;239;land;false;plains;1
31;82;251;222;land;false;plains;1
32;201;214;246;land;false;plains;1
33;72;243;194;land;false;plains;1
34;252;197;168;land;false;plains;1
35;185;177;206;land;false;plains;1
36;147;233;155;land;false;plains;1
37;197;166;210;land;false;plains;1
38;177;237;253;land;false;plains;1
39;239;227;79;land;false;plains;1
40;242;123;222;land;false;plains;1
41;189;161;228;land;false;plains;1
42;223;200;236;land;false;plains;1
43;215;235;95;land;false;plains;1
44;203;215;83;land;false;plains;1
45;205;190;137;land;false;plains;1
46;253;193;195;land;false;plains;1
47;216;76;226;land;false;plains;1
48;112;230;175;land;false;plains;1
49;230;157;118;land;false;plains;1
50;134;147;240;land;true;plains;1
51;242;51;218;land;false;plains;1
52;222;211;183;land;false;plains;1
53;130;212;174;land;false;plains;1
54;155;157;231;land;false;plains;1
55;250;254;153;land;true;plains;1
56;250;252;91;land;false;plains;1
57;195;188;128;land;false;plains;1
58;211;157;210;land;false;plains;1
59;199;102;231;land;false;plains;1
60;165;219;207;land;false;plains;1
61;184;96;232;land;false;plains;1
62;149;227;214;land;false;plains;1
63;231;248;29;land;false;plains;1
64;240;215;150;land;false;plains;1
65;216;224;206;land;false;plains;1
66;175;187;213;land;false;plains;1
67;211;212;134;land;false;plains;1
68;214;215;95;land;false;plains;1
69;195;228;241;land;false;plains;1
70;122;222;163;land;false;plains;1
71;216;159;192;land;false;plains;1
72;145;224;233;land;false;plains;1
73;212;93;199;land;false;plains;1
74;206;186;181;land;false;plains;1
75;180;205;209;land;false;plains;1
76;228;166;196;land;false;plains;1
77;179;236;141;land;false;plains;1
78;248;82;173;land;false;plains;1
79;190;206;146;land;false;plains;1
80;229;237;107;land;false;plains;1
81;67;253;206;land;false;plains;1
82;243;81;236;land;true;plains;1
83;168;168;165;land;false;plains;1
84;195;172;177;land;false;plains;1
85;192;103;251;land;false;plains;1
86;211;181;239;land;true;plains;1
87;221;81;225;land;false;plains;1
88;211;239;116;land;true;plains;1
89;198;146;221;land;true;plains;1
90;179;161;226;land;false;plains;1
91;149;200;247;land;false;plains;1
92;175;240;249;land;false;plains;1
93;184;137;237;land;false;plains;1
94;146;166;217;land;false;plains;1
95;171;141;230;land;false;plains;1
96;124;214;248;land;false;plains;1
97;133;245;138;land;false;plains;1
98;176;193;179;land;false;plains;1
99;222;237;198;land;false;plains;1
100;250;227;108;land;false;plains;1
101;154;152;234;land;false;plains;1
102;71;252;243;land;false;plains;1
103;153;200;208;land;false;plains;1
104;128;206;174;land;true;plains;1
105;244;50;219;land;false;plains;1
106;196;199;133;land;false;plains;1
107;47;249;216;land;false;plains;1
108;162;244;200;land;false;plains;1
109;218;232;101;land;false;plains;1
110;234;198;176;land;false;plains;1
111;161;188;162;land;true;plains;1
112;164;223;182;land;false;plains;1
113;217;197;97;land;true;plains;1
114;184;218;99;land;false;plains;1
115;236;209;106;land;false;plains;1
116;232;173;198;land;true;plains;1
117;232;252;32;land;false;plains;1
118;85;238;200;land;false;plains;1
119;154;197;214;land;false;plains;1
120;214;250;197;land;false;plains;1
121;238;100;239;land;false;plains;1
122;107;251;164;land;false;plains;1
123;130;192;199;land;false;plains;1
124;238;169;126;land;false;plains;1
125;211;80;223;land;false;plains;1
126;254;249;29;land;false;plains;1
127;241;163;254;land;false;plains;1
128;210;216;166;land;false;plains;1
129;183;162;190;land;false;plains;1
130;171;144;231;land;false;plains;1
131;201;184;227;land;true;plains;1
132;236;195;155;land;false;plains;1
133;236;183;179;land;false;plains;1
134;242;29;234;land;false;plains;1
135;203;112;254;land;false;plains;1
136;250;231;35;land;true;plains;1
137;186;125;232;land;false;plains;1
138;71;251;187;land;false;plains;1
139;252;182;137;land;false;plains;1
140;148;223;137;land;false;plains;1
141;253;243;202;land;true;plains;1
142;241;179;86;land;false;plains;1
143;138;216;152;land;false;plains;1
144;253;100;199;land;false;plains;1
145;227;232;116;land;true;plains;1
146;217;85;244;land;false;plains;1
147;249;151;131;land;false;plains;1
148;218;242;120;land;false;plains;1
149;94;243;207;land;false;plains;1
150;207;246;195;land;false;plains;1
151;194;150;217;land;false;plains;1
152;244;219;106;land;false;plains;1
153;115;249;218;land;true;plains;1
154;239;237;154;land;false;plains;1
155;208;179;144;land;false;plains;1
156;149;216;200;land;false;plains;1
157;243;88;187;land;false;plains;1
158;154;203;238;land;false;plains;1
159;237;212;199;land;false;plains;1
160;184;245;208;land;false;plains;1
161;237;237;204;land;true;plains;1
162;217;232;236;land;false;plains;1
163;172;253;160;land;true;plains;1
164;254;109;193;land;false;plains;1
165;148;152;238;land;false;plains;1
166;166;208;183;land;false;plains;1
167;222;225;242;land;true;plains;1
168;186;187;150;land;true;plains;1
169;244;77;231;land;false;plains;1
170;217;214;241;land;true;plains;1
171;180;124;211;land;false;plains;1
172;127;251;176;land;false;plains;1
173;237;252;116;land;false;plains;1
174;229;220;113;land;false;plains;1
175;242;225;96;land;true;plains;1
176;226;214;65;land;false;plains;1
177;93;242;240;land;false;plains;1
178;253;241;86;land;false;plains;1
179;198;133;235;land;false;plains;1
180;184;147;202;land;false;plains;1
181;199;245;135;land;false;plains;1
182;167;207;135;land;false;plains;1
183;197;187;226;land;false;plains;1
184;240;101;242;land;true;plains;1
185;195;236;237;land;false;plains;1
186;150;171;245;land;false;plains;1
187;177;141;229;land;false;plains;1
188;245;186;190;land;false;plains;1
189;227;222;157;land;false;plains;1
190;182;129;197;land;false;plains;1
191;244;101;250;land;false;plains;1
192;178;238;122;land;false;plains;1
193;158;197;214;land;false;plains;1
194;249;192;191;land;false;plains;1
195;124;254;123;land;false;plains;1
196;237;248;50;land;false;plains;1
197;36;244;240;land;false;plains;1
198;238;115;163;land;false;plains;1
199;161;191;227;land;true;plains;1
200;193;199;231;land;true;plains;1
201;152;219;218;land;false;plains;1
202;244;156;183;land;false;plains;1
203;241;144;201;land;false;plains;1
204;101;211;238;land;false;plains;1
205;222;228;106;land;false;plains;1
206;230;228;125;land;false;plains;1
207;220;238;94;land;false;plains;1
208;228;77;204;land;false;plains;1
209;238;186;163;land;false;plains;1
210;137;205;182;land;false;plains;1
211;247;190;178;land;false;plains;1
212;225;253;247;land;false;plains;1
213;152;208;163;land;false;plains;1
214;110;228;239;land;false;plains;1
215;180;205;151;land;false;plains;1
216;205;210;196;land;false;plains;1
217;214;244;221;land;false;plains;1
218;194;111;244;land;false;plains;1
219;166;249;165;land;false;plains;1
220;169;200;234;land;false;plains;1
221;253;202;104;land;false;plains;1
222;145;238;121;land;false;plains;1
223;162;221;177;land;false;plains;1
224;172;172;191;land;false;plains;1
225;249;197;87;land;false;plains;1
226;162;219;225;land;false;plains;1
227;231;251;145;land;false;plains;1
228;246;85;228;land;false;plains;1
229;170;170;239;land;false;plains;1
230;190;126;213;land;true;plains;1
231;194;233;250;land;false;plains;1
232;214;118;211;land;false;plains;1
233;167;216;170;land;false;plains;1
234;197;212;246;land;false;plains;1
235;241;232;31;land;false;plains;1
236;228;231;134;land;false;plains;1
237;167;232;248;land;false;plains;1
238;251;162;228;land;false;plains;1
239;254;90;217;land;false;plains;1
240;239;78;210;land;false;plains;1
241;224;127;202;land;false;plains;1
242;248;154;245;land;true;plains;1
243;176;254;105;land;false;plains;1
244;140;157;224;land;false;plains;1
245;246;190;68;land;true;plains;1
246;123;204;247;land;false;plains;1
247;132;169;253;land;false;plains;1
248;189;242;229;land;false;plains;1
249;250;227;191;land;false;plains;1
250;251;87;221;land;false;plains;1
251;165;198;236;land;false;plains;1
252;246;72;225;land;false;plains;1
253;253;254;225;land;false;plains;1
254;249;146;228;land;false;plains;1
255;160;216;225;land;false;plains;1
256;18;254;243;land;false;plains;1
257;168;246;188;land;false;plains;1
258;170;80;253;land;false;plains;1
259;97;204;246;land;false;plains;1
260;250;169;103;land;false;plains;1
261;226;251;212;land;false;plains;1
262;136;163;234;land;false;plains;1
263;171;195;144;land;false;plains;1
264;252;126;214;land;false;plains;1
265;233;145;240;land;true;plains;1
266;41;231;236;land;true;plains;1
267;231;186;112;land;false;plains;1
268;173;252;132;land;false;plains;1
269;203;242;171;land;false;plains;1
270;73;196;233;land;false;plains;1
271;239;130;202;land;false;plains;1
272;207;254;90;land;false;plains;1
273;236;169;128;land;false;plains;1
274;206;243;124;land;false;plains;1
275;212;196;174;land;false;plains;1
276;241;139;156;land;false;plains;1
277;127;236;188;land;false;plains;1
278;141;190;221;land;false;plains;1
279;148;251;236;land;false;plains;1
280;186;145;201;land;false;plains;1
281;179;200;135;land;false;plains;1
282;233;98;196;land;true;plains;1
283;242;253;83;land;false;plains;1
284;130;220;247;land;false;plains;1
285;220;167;226;land;false;plains;1
286;174;227;108;land;false;plains;1
287;207;236;136;land;false;plains;1
288;226;138;157;land;false;plains;1
289;226;186;177;land;false;plains;1
290;122;181;223;land;false;plains;1
291;166;194;233;land;false;plains;1
292;226;145;169;land;true;plains;1
293;182;253;249;land;false;plains;1
294;219;136;247;land;false;plains;1
295;243;120;228;land;false;plains;1
296;139;208;215;land;false;plains;1
297;254;191;111;land;false;plains;1
298;204;161;146;land;false;plains;1
299;225;208;130;land;false;plains;1
300;89;245;245;land;false;plains;1
301;222;65;230;land;false;plains;1
302;97;193;219;land;false;plains;1
303;210;146;186;land;false;plains;1
304;180;201;136;land;true;plains;1
305;194;158;235;land;false;plains;1
306;233;168;205;land;false;plains;1
307;225;230;225;land;false;plains;1
308;210;252;132;land;false;plains;1
309;153;163;231;land;false;plains;1
310;206;88;208;land;false;plains;1
311;149;237;143;land;false;plains;1
312;222;86;201;land;false;plains;1
313;221;236;201;land;false;plains;1
314;163;156;194;land;false;plains;1
315;241;189;232;land;false;plains;1
316;39;243;239;land;false;plains;1
317;247;165;90;land;false;plains;1
318;128;253;184;land;false;plains;1
319;239;247;189;land;false;plains;1
320;217;191;133;land;false;plains;1
321;236;69;246;land;false;plains;1
322;67;235;229;land;true;plains;1
323;249;223;91;land;true;plains;1
324;163;96;248;land;true;plains;1
325;46;231;252;land;false;plains;1
326;136;165;229;land;false;plains;1
327;250;213;39;land;false;plains;1
328;211;146;207;land;true;plains;1
329;192;238;86;land;false;plains;1
330;245;173;126;land;false;plains;1
331;237;151;138;land;true;plains;1
332;183;243;130;land;false;plains;1
333;106;209;244;land;false;plains;1
334;195;230;102;land;false;plains;1
335;237;252;186;land;false;plains;1
336;105;251;207;land;false;plains;1
337;215;160;148;land;false;plains;1
338;215;244;155;land;false;plains;1
339;248;174;152;land;false;plains;1
340;134;149;231;land;false;plains;1
341;211;203;157;land;false;plains;1
342;208;249;93;land;false;plains;1
343;210;227;136;land;true;plains;1
344;198;254;252;land;false;plains;1
345;228;216;128;land;false;plains;1
346;139;217;238;land;false;plains;1
347;251;247;90;land;false;plains;1
348;240;24;242;land;false;plains;1
349;194;202;170;land;false;plains;1
350;249;210;129;land;false;plains;1
351;241;224;40;land;false;plains;1
352;206;119;225;land;true;plains;1
